Timestamp,ECG
25/05/2019 15:43:39.444,2835
25/05/2019 15:43:39.448,2879
25/05/2019 15:43:39.452,3099
25/05/2019 15:43:39.456,3187
25/05/2019 15:43:39.460,3259
25/05/2019 15:43:39.464,3295
25/05/2019 15:43:39.468,3415
25/05/2019 15:43:39.472,3419
25/05/2019 15:43:39.476,3395
25/05/2019 15:43:39.480,3363
25/05/2019 15:43:39.484,3463
25/05/2019 15:43:39.488,3483
25/05/2019 15:43:39.492,3447
25/05/2019 15:43:39.496,3399
25/05/2019 15:43:39.500,3439
25/05/2019 15:43:39.504,3455
25/05/2019 15:43:39.508,3399
25/05/2019 15:43:39.512,3355
25/05/2019 15:43:39.516,3383
25/05/2019 15:43:39.520,3387
25/05/2019 15:43:39.524,3203
25/05/2019 15:43:39.528,3127
25/05/2019 15:43:39.532,3147
25/05/2019 15:43:39.536,3259
25/05/2019 15:43:39.540,3243
25/05/2019 15:43:39.544,3223
25/05/2019 15:43:39.548,3235
25/05/2019 15:43:39.552,3371
25/05/2019 15:43:39.556,3383
25/05/2019 15:43:39.560,3383
25/05/2019 15:43:39.564,3359
25/05/2019 15:43:39.568,3435
25/05/2019 15:43:39.572,3403
25/05/2019 15:43:39.576,3371
25/05/2019 15:43:39.580,3343
25/05/2019 15:43:39.584,3439
25/05/2019 15:43:39.588,3439
25/05/2019 15:43:39.592,3379
25/05/2019 15:43:39.596,3315
25/05/2019 15:43:39.600,3351
25/05/2019 15:43:39.604,3327
25/05/2019 15:43:39.608,3199
25/05/2019 15:43:39.612,3107
25/05/2019 15:43:39.616,3131
25/05/2019 15:43:39.620,3135
25/05/2019 15:43:39.624,3091
25/05/2019 15:43:39.628,3107
25/05/2019 15:43:39.632,3183
25/05/2019 15:43:39.636,3315
25/05/2019 15:43:39.640,3319
25/05/2019 15:43:39.644,3323
25/05/2019 15:43:39.648,3363
25/05/2019 15:43:39.652,3519
25/05/2019 15:43:39.656,3583
25/05/2019 15:43:39.660,3523
25/05/2019 15:43:39.664,3359
25/05/2019 15:43:39.668,3323
25/05/2019 15:43:39.672,3255
25/05/2019 15:43:39.676,3231
25/05/2019 15:43:39.680,3219
25/05/2019 15:43:39.684,3327
25/05/2019 15:43:39.688,3331
25/05/2019 15:43:39.692,3299
25/05/2019 15:43:39.696,3263
25/05/2019 15:43:39.700,3327
25/05/2019 15:43:39.704,3335
25/05/2019 15:43:39.708,3283
25/05/2019 15:43:39.712,3239
25/05/2019 15:43:39.716,3275
25/05/2019 15:43:39.720,3359
25/05/2019 15:43:39.724,3327
25/05/2019 15:43:39.728,3263
25/05/2019 15:43:39.732,3207
25/05/2019 15:43:39.736,3179
25/05/2019 15:43:39.740,3047
25/05/2019 15:43:39.744,2983
25/05/2019 15:43:39.748,2971
25/05/2019 15:43:39.752,3123
25/05/2019 15:43:39.756,3247
25/05/2019 15:43:39.760,3523
25/05/2019 15:43:39.764,3791
25/05/2019 15:43:39.768,3879
25/05/2019 15:43:39.772,3647
25/05/2019 15:43:39.776,3459
25/05/2019 15:43:39.780,3431
25/05/2019 15:43:39.784,3507
25/05/2019 15:43:39.788,3451
25/05/2019 15:43:39.792,3331
25/05/2019 15:43:39.796,3239
25/05/2019 15:43:39.800,3271
25/05/2019 15:43:39.804,3251
25/05/2019 15:43:39.808,3187
25/05/2019 15:43:39.812,3139
25/05/2019 15:43:39.816,3191
25/05/2019 15:43:39.820,3243
25/05/2019 15:43:39.824,3199
25/05/2019 15:43:39.828,3175
25/05/2019 15:43:39.832,3187
25/05/2019 15:43:39.836,3207
25/05/2019 15:43:39.840,3091
25/05/2019 15:43:39.844,3131
25/05/2019 15:43:39.848,2903
25/05/2019 15:43:39.852,4095
25/05/2019 15:43:39.856,4095
25/05/2019 15:43:39.860,4095
25/05/2019 15:43:39.864,4095
25/05/2019 15:43:39.868,3659
25/05/2019 15:43:39.872,1683
25/05/2019 15:43:39.876,1407
25/05/2019 15:43:39.880,419
25/05/2019 15:43:39.884,1079
25/05/2019 15:43:39.888,4095
25/05/2019 15:43:39.892,3863
25/05/2019 15:43:39.896,4023
25/05/2019 15:43:39.900,4095
25/05/2019 15:43:39.904,4095
25/05/2019 15:43:39.908,4095
25/05/2019 15:43:39.912,4095
25/05/2019 15:43:39.916,4095
25/05/2019 15:43:39.920,4095
25/05/2019 15:43:39.924,4095
25/05/2019 15:43:39.928,3907
25/05/2019 15:43:39.932,7
25/05/2019 15:43:39.936,4095
25/05/2019 15:43:39.940,4095
25/05/2019 15:43:39.944,4095
25/05/2019 15:43:39.948,7
25/05/2019 15:43:39.952,7
25/05/2019 15:43:39.956,7
25/05/2019 15:43:39.960,7
25/05/2019 15:43:39.964,7
25/05/2019 15:43:39.968,7
25/05/2019 15:43:39.972,7
25/05/2019 15:43:39.976,7
25/05/2019 15:43:39.980,7
25/05/2019 15:43:39.984,7
25/05/2019 15:43:39.988,4095
25/05/2019 15:43:39.992,4095
25/05/2019 15:43:39.996,4095
25/05/2019 15:43:40.000,67
25/05/2019 15:43:40.004,4095
25/05/2019 15:43:40.008,4095
25/05/2019 15:43:40.012,4095
25/05/2019 15:43:40.016,4095
25/05/2019 15:43:40.020,4095
25/05/2019 15:43:40.024,4095
25/05/2019 15:43:40.028,4095
25/05/2019 15:43:40.032,4095
25/05/2019 15:43:40.036,4095
25/05/2019 15:43:40.040,4095
25/05/2019 15:43:40.044,4095
25/05/2019 15:43:40.048,4095
25/05/2019 15:43:40.052,4095
25/05/2019 15:43:40.056,4095
25/05/2019 15:43:40.060,4095
25/05/2019 15:43:40.064,4095
25/05/2019 15:43:40.068,4095
25/05/2019 15:43:40.072,4095
25/05/2019 15:43:40.076,4095
25/05/2019 15:43:40.080,4095
25/05/2019 15:43:40.084,4095
25/05/2019 15:43:40.088,4095
25/05/2019 15:43:40.092,3883
25/05/2019 15:43:40.096,3907
25/05/2019 15:43:40.100,4095
25/05/2019 15:43:40.104,3367
25/05/2019 15:43:40.108,3219
25/05/2019 15:43:40.112,7
25/05/2019 15:43:40.116,7
25/05/2019 15:43:40.120,4095
25/05/2019 15:43:40.124,4095
25/05/2019 15:43:40.128,3767
25/05/2019 15:43:40.132,7
25/05/2019 15:43:40.136,2851
25/05/2019 15:43:40.140,1871
25/05/2019 15:43:40.144,2143
25/05/2019 15:43:40.148,3227
25/05/2019 15:43:40.152,4071
25/05/2019 15:43:40.156,4095
25/05/2019 15:43:40.160,4095
25/05/2019 15:43:40.164,4095
25/05/2019 15:43:40.168,4095
25/05/2019 15:43:40.172,3951
25/05/2019 15:43:40.176,3135
25/05/2019 15:43:40.180,3743
25/05/2019 15:43:40.184,3207
25/05/2019 15:43:40.188,2395
25/05/2019 15:43:40.192,659
25/05/2019 15:43:40.196,2095
25/05/2019 15:43:40.200,1527
25/05/2019 15:43:40.204,35
25/05/2019 15:43:40.208,3819
25/05/2019 15:43:40.212,4095
25/05/2019 15:43:40.216,2847
25/05/2019 15:43:40.220,7
25/05/2019 15:43:40.224,107
25/05/2019 15:43:40.228,7
25/05/2019 15:43:40.232,7
25/05/2019 15:43:40.236,7
25/05/2019 15:43:40.240,3823
25/05/2019 15:43:40.244,367
25/05/2019 15:43:40.248,3151
25/05/2019 15:43:40.252,4091
25/05/2019 15:43:40.256,3223
25/05/2019 15:43:40.260,4095
25/05/2019 15:43:40.264,4095
25/05/2019 15:43:40.268,2211
25/05/2019 15:43:40.272,4095
25/05/2019 15:43:40.276,4095
25/05/2019 15:43:40.280,4095
25/05/2019 15:43:40.284,4095
25/05/2019 15:43:40.288,3759
25/05/2019 15:43:40.292,4095
25/05/2019 15:43:40.296,4095
25/05/2019 15:43:40.300,4095
25/05/2019 15:43:40.304,4095
25/05/2019 15:43:40.308,2971
25/05/2019 15:43:40.312,7
25/05/2019 15:43:40.316,7
25/05/2019 15:43:40.320,4083
25/05/2019 15:43:40.324,4095
25/05/2019 15:43:40.328,4095
25/05/2019 15:43:40.332,4095
25/05/2019 15:43:40.336,55
25/05/2019 15:43:40.340,7
25/05/2019 15:43:40.344,4095
25/05/2019 15:43:40.348,4095
25/05/2019 15:43:40.352,4095
25/05/2019 15:43:40.356,4095
25/05/2019 15:43:40.360,4095
25/05/2019 15:43:40.364,4095
25/05/2019 15:43:40.368,4095
25/05/2019 15:43:40.372,4095
25/05/2019 15:43:40.376,4095
25/05/2019 15:43:40.380,4095
25/05/2019 15:43:40.384,4095
25/05/2019 15:43:40.388,4095
25/05/2019 15:43:40.392,3143
25/05/2019 15:43:40.396,1491
25/05/2019 15:43:40.400,4091
25/05/2019 15:43:40.404,4095
25/05/2019 15:43:40.408,4095
25/05/2019 15:43:40.412,4095
25/05/2019 15:43:40.416,4095
25/05/2019 15:43:40.420,3687
25/05/2019 15:43:40.424,511
25/05/2019 15:43:40.428,4095
25/05/2019 15:43:40.432,4095
25/05/2019 15:43:40.436,4095
25/05/2019 15:43:40.440,4095
25/05/2019 15:43:40.444,3291
25/05/2019 15:43:40.448,4095
25/05/2019 15:43:40.452,3291
25/05/2019 15:43:40.456,7
25/05/2019 15:43:40.460,7
25/05/2019 15:43:40.464,7
25/05/2019 15:43:40.468,7
25/05/2019 15:43:40.472,7
25/05/2019 15:43:40.476,7
25/05/2019 15:43:40.480,3
25/05/2019 15:43:40.484,7
25/05/2019 15:43:40.488,4095
25/05/2019 15:43:40.492,4095
25/05/2019 15:43:40.496,4095
25/05/2019 15:43:40.500,4095
25/05/2019 15:43:40.504,4095
25/05/2019 15:43:40.508,4095
25/05/2019 15:43:40.512,4047
25/05/2019 15:43:40.516,4095
25/05/2019 15:43:40.520,1083
25/05/2019 15:43:40.524,1379
25/05/2019 15:43:40.528,1859
25/05/2019 15:43:40.532,2179
25/05/2019 15:43:40.536,2903
25/05/2019 15:43:40.540,4095
25/05/2019 15:43:40.544,4095
25/05/2019 15:43:40.548,4095
25/05/2019 15:43:40.552,4095
